2025-03-05 11:31:29.f,BTCUSDT,BUY,Price:667.8219070853885,Quantity:2.906810641961535,PnL:0
2025-03-05 11:31:29.f,BTCUSDT,BUY,Price:667.8219070853885,Quantity:3.8595781902036603,PnL:0
2025-03-05 11:31:29.f,BTCUSDT,SELL,Price:667.9554848245795,Quantity:4.855816776771281,PnL:0.6486290269661324
2025-03-05 11:31:29.f,BTCUSDT,BUY,Price:667.8219070853885,Quantity:3.495440911378899,PnL:0
2025-03-05 11:31:29.f,BTCUSDT,SELL,Price:667.9554848245795,Quantity:1.318235742984092,PnL:0.17608695026839205
2025-03-05 11:31:29.f,BTCUSDT,SELL,Price:667.9554848245795,Quantity:3.1981599206305016,PnL:0.42720297176862676
2025-03-05 11:31:29.f,BTCUSDT,SELL,Price:667.9554848245795,Quantity:0.8896173031582202,PnL:0.11883306810094055
2025-03-05 11:31:29.f,BTCUSDT,BUY,Price:667.8219070853885,Quantity:1.3297791190293653,PnL:0
2025-03-05 11:31:29.f,BTCUSDT,BUY,Price:667.8219070853885,Quantity:1.8165965321658226,PnL:0
2025-03-05 11:31:29.f,BTCUSDT,BUY,Price:667.8219070853885,Quantity:2.106547440506062,PnL:0
2025-03-05 11:31:29.f,BTCUSDT,BUY,Price:667.8219070853885,Quantity:1.8803414508652327,PnL:0
2025-03-05 11:31:29.f,BTCUSDT,SELL,Price:667.9554848245795,Quantity:2.9623296076251213,PnL:0.39570129172503316
2025-03-05 11:31:29.f,BTCUSDT,SELL,Price:667.9554848245795,Quantity:1.0050987124427793,PnL:0.13425881367186002
2025-03-05 11:31:29.f,BTCUSDT,SELL,Price:667.9554848245795,Quantity:3.1658362224985823,PnL:0.42288524525023724
2025-03-05 11:31:29.f,BTCUSDT,BUY,Price:667.8219070853885,Quantity:3.4640375141884934,PnL:0
2025-03-05 11:31:29.f,BTCUSDT,SELL,Price:667.9554848245795,Quantity:2.707525113952444,PnL:0.3616650835245374
2025-03-05 11:31:29.f,BTCUSDT,SELL,Price:667.9554848245795,Quantity:0.7565124002360495,PnL:0.10105321609346475
2025-03-05 11:31:29.f,BTCUSDT,BUY,Price:667.8219070853885,Quantity:1.7155638180667787,PnL:0
2025-03-05 11:31:29.f,BTCUSDT,SELL,Price:667.9554848245795,Quantity:1.566077121311522,PnL:0.20919304126349358
2025-03-05 11:31:29.f,BTCUSDT,SELL,Price:667.9554848245795,Quantity:0.1494866967552566,PnL:0.019968094991693098
2025-03-05 11:31:29.f,BTCUSDT,BUY,Price:667.8219070853885,Quantity:2.1709359093770404,PnL:0
2025-03-05 11:31:29.f,BTCUSDT,SELL,Price:667.9554848245795,Quantity:2.1709359093770404,PnL:0.2899887107030748
2025-03-05 11:31:29.f,BTCUSDT,BUY,Price:667.8219070853885,Quantity:2.3835673421055557,PnL:0
2025-03-05 11:31:29.f,BTCUSDT,BUY,Price:667.8219070853885,Quantity:4.1199088635225145,PnL:0
2025-03-05 11:31:29.f,BTCUSDT,SELL,Price:667.9554848245795,Quantity:1.4615342109406475,PnL:0.19522843564770806
2025-03-05 11:31:29.f,BTCUSDT,SELL,Price:667.9554848245795,Quantity:2.6745404586641146,PnL:0.35725906784312894
2025-03-05 11:31:29.f,BTCUSDT,BUY,Price:667.8219070853885,Quantity:2.6022086811030305,PnL:0
2025-03-05 11:31:29.f,BTCUSDT,SELL,Price:667.9554848245795,Quantity:1.4260430560885706,PnL:0.19048760742112894
2025-03-05 11:31:29.f,BTCUSDT,BUY,Price:667.8219070853885,Quantity:1.4156304568991849,PnL:0
2025-03-05 11:31:29.f,BTCUSDT,SELL,Price:667.9554848245795,Quantity:3.109149608582522,PnL:0.4153131755209386
2025-03-05 11:31:29.f,BTCUSDT,BUY,Price:667.8219070853885,Quantity:2.0215078911446516,PnL:0
2025-03-05 11:31:29.f,BTCUSDT,BUY,Price:667.8219070853885,Quantity:2.3115552777433908,PnL:0
2025-03-05 11:31:29.f,BTCUSDT,SELL,Price:667.9554848245795,Quantity:2.2725990865519257,PnL:0.3035686480693252
2025-03-05 11:31:29.f,BTCUSDT,BUY,Price:667.8219070853885,Quantity:2.0400555875623283,PnL:0
2025-03-05 11:31:29.f,BTCUSDT,BUY,Price:667.8219070853885,Quantity:4.269199990437576,PnL:0
2025-03-05 11:31:29.f,BTCUSDT,BUY,Price:667.8219070853885,Quantity:1.88196709163185,PnL:0
2025-03-05 11:31:29.f,BTCUSDT,BUY,Price:667.8219070853885,Quantity:4.057544517289415,PnL:0
2025-03-05 11:31:29.f,BTCUSDT,BUY,Price:667.8219070853885,Quantity:4.31204613400023,PnL:0
2025-03-05 11:31:29.f,BTCUSDT,BUY,Price:667.8219070853885,Quantity:4.2573708118001985,PnL:0
2025-03-05 11:31:29.f,BTCUSDT,SELL,Price:667.9554848245795,Quantity:2.807670791845744,PnL:0.3750423167672714
2025-03-05 11:31:29.f,BTCUSDT,BUY,Price:667.8219070853885,Quantity:2.82026954921072,PnL:0
2025-03-05 11:31:29.f,BTCUSDT,BUY,Price:667.8219070853885,Quantity:2.8335977195099633,PnL:0
2025-03-05 11:31:29.f,BTCUSDT,BUY,Price:667.8219070853885,Quantity:4.724790399869228,PnL:0
2025-03-05 11:31:29.f,BTCUSDT,SELL,Price:667.9554848245795,Quantity:3.190507251378505,PnL:0.4261807455118951
2025-03-05 11:31:29.f,BTCUSDT,BUY,Price:667.8219070853885,Quantity:3.8421792357042226,PnL:0
2025-03-05 11:31:29.f,BTCUSDT,BUY,Price:667.8219070853885,Quantity:4.038916345204796,PnL:0
2025-03-05 11:31:29.f,BTCUSDT,BUY,Price:667.8219070853885,Quantity:1.9644463316862133,PnL:0
2025-03-05 11:31:29.f,BTCUSDT,BUY,Price:667.8219070853885,Quantity:4.375394072726843,PnL:0
2025-03-05 11:31:29.f,BTCUSDT,SELL,Price:667.9554848245795,Quantity:4.5578766648958196,PnL:0.6088308604075379
2025-03-05 11:31:29.f,BTCUSDT,SELL,Price:667.9554848245795,Quantity:4.667329986053948,PnL:0.6234513875947714
2025-03-05 11:31:29.f,BTCUSDT,BUY,Price:667.8219070853885,Quantity:3.639181209006383,PnL:0
2025-03-05 11:31:29.f,BTCUSDT,SELL,Price:667.9554848245795,Quantity:3.001490523514264,PnL:0.40093231833381127
